Frame,Time (Seconds),Rotation X,Rotation Y,Rotation Z,Rotation W,Position X,Position Y,Position Z,Error Per Marker
705,7.05,0.708969,0.033603,-0.268767,-0.651152,0.914453,1.686802,-0.37006,0.029337
706,7.06,0.614317,-0.137477,-0.217731,-0.74586,0.895198,1.678289,-0.38024,0.02994
707,7.07,0.649733,0.186311,0.052732,-0.735088,0.903971,1.671951,-0.404319,0.018556
708,7.08,0.373977,0.279357,0.107685,-0.877784,0.908506,1.687878,-0.444283,0.022595
709,7.09,0.202908,0.319855,0.128455,-0.916526,0.911485,1.698252,-0.469216,0.022579
710,7.1,0.108963,0.338502,0.133929,-0.92499,0.913467,1.704932,-0.484262,0.02257
711,7.11,0.058728,0.348299,0.132324,-0.926137,0.91473,1.7091,-0.492809,0.022563
712,7.12,0.010511,0.316669,0.161621,-0.934606,0.909143,1.717508,-0.494942,0.024139
713,7.13,-0.014487,0.296662,0.176966,-0.938331,0.905621,1.722732,-0.495359,0.024087
714,7.14,0.366327,0.094908,0.477631,-0.792884,0.914638,1.744988,-0.463267,0.03395
715,7.15,-0.128811,-0.142371,0.780133,-0.595425,0.90531,1.709678,-0.427023,0.016009
716,7.16,-0.536577,-0.346186,0.742925,-0.200757,0.918725,1.705872,-0.404917,0.031975
717,7.17,-0.669444,-0.400969,0.625081,0.018512,0.927264,1.703486,-0.391222,0.031984
718,7.18,-0.667967,-0.271254,0.625338,0.298654,0.9119,1.713999,-0.3804,0.023438
719,7.19,-0.709599,-0.336391,0.55654,0.271244,0.922657,1.708823,-0.376826,0.032055
720,7.2,-0.661893,-0.21833,0.584902,0.414873,0.912424,1.717974,-0.371068,0.024548
721,7.21,-0.707982,-0.301693,0.542766,0.336376,0.922896,1.711282,-0.372231,0.031996
722,7.22,-0.656977,-0.195205,0.576882,0.444392,0.912463,1.719338,-0.369348,0.024561
723,7.23,-0.707752,-0.287963,0.543623,0.34733,0.92288,1.712113,-0.372142,0.031973
724,7.24,-0.6555,-0.183925,0.581595,0.44524,0.912443,1.719847,-0.370164,0.024464
725,7.25,-0.708646,-0.283285,0.549491,0.340044,0.922801,1.712281,-0.373485,0.031927
726,7.26,-0.654737,-0.178699,0.58924,0.438387,0.912289,1.719838,-0.371737,0.024511
727,7.27,-0.709642,-0.282289,0.555936,0.32811,0.922683,1.712271,-0.374937,0.031913
728,7.28,-0.65518,-0.175719,0.59644,0.429093,0.912247,1.719804,-0.372989,0.024522
729,7.29,-0.710675,-0.282533,0.561204,0.316489,0.922625,1.71218,-0.376106,0.031879
730,7.3,-0.735754,-0.346952,0.530514,0.238423,0.92924,1.707309,-0.378261,0.031905
731,7.31,-0.690379,-0.232478,0.574249,0.37359,0.912648,1.7163,-0.377128,0.023257
732,7.32,-0.726967,-0.316425,0.543584,0.275518,0.922717,1.710012,-0.379015,0.031882
733,7.33,-0.668042,-0.19434,0.597264,0.399033,0.912051,1.718343,-0.376121,0.024492
734,7.34,-0.716558,-0.294431,0.561432,0.290947,0.922369,1.711301,-0.378463,0.031875
735,7.35,-0.658121,-0.178613,0.607496,0.407336,0.911854,1.719145,-0.375886,0.02443
736,7.36,-0.712188,-0.285688,0.569135,0.29539,0.922286,1.711782,-0.378357,0.031873
737,7.37,-0.654724,-0.172288,0.61144,0.409627,0.911871,1.719354,-0.375777,0.024504
738,7.38,-0.710952,-0.282868,0.572012,0.295527,0.92231,1.711884,-0.378382,0.031818
739,7.39,-0.653624,-0.170942,0.613539,0.408808,0.91189,1.719448,-0.375905,0.024497
740,7.4,-0.710669,-0.282884,0.572696,0.294865,0.922352,1.711842,-0.378483,0.031942
741,7.41,-0.653734,-0.171087,0.61374,0.40827,0.911938,1.719294,-0.375968,0.024489
742,7.42,-0.710872,-0.283355,0.572659,0.293994,0.922391,1.711682,-0.378518,0.031945
743,7.43,-0.653786,-0.171758,0.614055,0.40743,0.911938,1.719219,-0.376069,0.024445
744,7.44,-0.710953,-0.284251,0.572701,0.29285,0.922416,1.711602,-0.378606,0.031945
745,7.45,-0.654098,-0.172354,0.614134,0.406557,0.911978,1.719167,-0.376114,0.024416
746,7.46,-0.711194,-0.28467,0.572484,0.292282,0.922428,1.711546,-0.378621,0.031961
747,7.47,-0.735923,-0.350735,0.537306,0.216111,0.929088,1.706676,-0.380183,0.032022
748,7.48,-0.690711,-0.232671,0.582314,0.360128,0.912547,1.715653,-0.378588,0.023221
749,7.49,-0.727337,-0.318686,0.54834,0.262191,0.922653,1.709389,-0.380143,0.031988
750,7.5,-0.742903,-0.368921,0.522,0.198766,0.929109,1.705446,-0.381146,0.031969
751,7.51,-0.697461,-0.243846,0.575096,0.351214,0.912488,1.714956,-0.379083,0.023362
752,7.52,-0.729743,-0.323103,0.544393,0.258294,0.922548,1.7091,-0.380387,0.032003
753,7.53,-0.669415,-0.195438,0.601537,0.389667,0.911875,1.717782,-0.37709,0.024451
754,7.54,-0.716642,-0.294849,0.564801,0.283704,0.922225,1.710902,-0.379144,0.031911
755,7.55,-0.657375,-0.176275,0.611288,0.403871,0.911739,1.718905,-0.376318,0.024556
756,7.56,-0.711444,-0.284096,0.572135,0.292913,0.922171,1.711596,-0.37863,0.032035
757,7.57,-0.653224,-0.169754,0.61459,0.408363,0.911732,1.719286,-0.376023,0.024478
758,7.58,-0.709901,-0.281236,0.574324,0.295125,0.922195,1.711801,-0.378552,0.031942
759,7.59,-0.73464,-0.347308,0.540116,0.218989,0.928892,1.706965,-0.380139,0.031972
760,7.6,-0.688844,-0.228841,0.584285,0.362956,0.912375,1.715961,-0.378518,0.023296
761,7.61,-0.726126,-0.315328,0.550442,0.265184,0.922497,1.709705,-0.380092,0.032021
762,7.62,-0.742101,-0.366099,0.524026,0.201629,0.928986,1.705686,-0.381096,0.032004
763,7.63,-0.695979,-0.241126,0.576627,0.353515,0.912358,1.715163,-0.379067,0.023211
764,7.64,-0.728829,-0.321275,0.545818,0.260143,0.922438,1.709237,-0.380374,0.031998
765,7.65,-0.667895,-0.19374,0.60257,0.391524,0.911778,1.717891,-0.377084,0.024502
766,7.66,-0.716257,-0.277265,0.551996,0.324654,0.923829,1.707358,-0.377155,0.024714
767,7.67,-0.967762,-0.083515,0.233697,-0.042978,0.936057,1.689956,-0.356244,0.025054
768,7.68,-0.904258,-0.24555,0.348839,0.0183,0.9375,1.693228,-0.365961,0.032151
769,7.69,,,,,,,,
770,7.7,-0.809259,-0.3779,0.442623,0.07985,0.938466,1.697228,-0.37648,0.032143
771,7.71,-0.783815,-0.403254,0.462512,0.09541,0.938447,1.698456,-0.379204,0.032033
772,7.72,-0.728573,-0.268207,0.553835,0.300855,0.917602,1.711318,-0.378224,0.023277
773,7.73,-0.738963,-0.335527,0.535013,0.234768,0.925017,1.707519,-0.380187,0.032019
774,7.74,-0.670027,-0.201818,0.602296,0.384152,0.912692,1.717494,-0.377287,0.024495
775,7.75,-0.710694,-0.296513,0.5694,0.287709,0.922085,1.711278,-0.379493,0.032034
776,7.76,-0.729411,-0.353024,0.541767,0.22321,0.9282,1.707222,-0.380923,0.032051
777,7.77,-0.679987,-0.22985,0.588873,0.371504,0.911403,1.716653,-0.379176,0.023245
778,7.78,-0.716989,-0.31293,0.557802,0.277234,0.921467,1.710567,-0.380566,0.032095
779,7.79,-0.734141,-0.362537,0.532606,0.214325,0.927954,1.706664,-0.381442,0.032058
780,7.8,-0.742259,-0.391537,0.515082,0.174472,0.93209,1.704171,-0.381976,0.032018
781,7.81,-0.697372,-0.257281,0.575603,0.340823,0.913978,1.714603,-0.379648,0.023348
782,7.82,-0.726386,-0.327875,0.546951,0.256329,0.923105,1.709253,-0.380764,0.031999
783,7.83,-0.739748,-0.369928,0.524812,0.201244,0.928981,1.705809,-0.381488,0.032028
784,7.84,-0.746127,-0.39476,0.509545,0.166802,0.932701,1.703606,-0.381918,0.032049
785,7.85,-0.700741,-0.258096,0.573195,0.337337,0.914303,1.714229,-0.379541,0.023254
786,7.86,-0.72851,-0.32737,0.545177,0.254723,0.923271,1.708972,-0.380664,0.031993
787,7.87,-0.741253,-0.368982,0.523555,0.200715,0.929048,1.70556,-0.381384,0.032035
788,7.88,-0.692919,-0.238706,0.578636,0.357858,0.911999,1.715451,-0.379167,0.023312
789,7.89,-0.720323,-0.437731,0.201945,0.498744,0.914036,1.695127,-0.403749,0.018593
790,7.9,-0.731536,-0.422296,0.483124,0.230462,0.905509,1.678968,-0.390726,0.021538
791,7.91,-0.711232,-0.040886,0.389607,0.583682,0.902999,1.678745,-0.370167,0.0293
792,7.92,-0.724034,-0.167348,0.631992,0.2199,0.89735,1.667983,-0.373387,0.016029
793,7.93,-0.765221,-0.438208,0.183518,0.434432,0.905431,1.665876,-0.399879,0.018598
794,7.94,-0.606884,-0.00188,0.683066,0.406336,0.912268,1.650085,-0.416331,0.015558
795,7.95,-0.70477,-0.368307,0.172555,0.581269,0.91519,1.655318,-0.426839,0.018599
796,7.96,-0.408952,-0.901009,-0.073685,0.124544,0.922822,1.659863,-0.436902,0.022833
797,7.97,-0.482332,-0.769327,-0.252442,0.334312,0.921807,1.662308,-0.438977,0.018592
798,7.98,-0.121314,-0.689628,-0.710625,0.068615,0.922575,1.649281,-0.439431,0.015537
799,7.99,-0.329105,-0.674485,-0.593207,0.291315,0.921438,1.65607,-0.439604,0.018628
800,8,-0.174798,-0.866821,-0.466972,-0.002357,0.926438,1.661438,-0.443116,0.022845
801,8.01,-0.358931,-0.787455,-0.440875,0.238142,0.923732,1.664246,-0.441193,0.018619
802,8.02,-0.083744,-0.670728,-0.736173,0.034052,0.923449,1.65126,-0.439291,0.015565
803,8.03,-0.583743,-0.267456,-0.717856,-0.269059,0.935613,1.654556,-0.391084,0.024042
804,8.04,-0.857027,-0.358092,0.091917,-0.358924,0.921453,1.657153,-0.381654,0.015709
805,8.05,-0.417738,-0.592059,-0.358451,-0.58862,0.907902,1.631678,-0.389702,0.032225
806,8.06,-0.732992,-0.072508,-0.305155,-0.60361,0.925624,1.64269,-0.360439,0.024045
807,8.07,-0.278989,-0.339464,-0.037209,-0.897521,0.932955,1.643981,-0.357932,0.020123
808,8.08,-0.097806,-0.505025,-0.346373,-0.78448,0.915194,1.624129,-0.376108,0.032227
809,8.09,0.062802,-0.507379,-0.069704,-0.8566,0.923104,1.632035,-0.370791,0.022414
810,8.1,0.164953,-0.506819,0.071466,-0.8431,0.931303,1.638037,-0.365847,0.020101
811,8.11,0.213929,-0.50227,0.145246,-0.825144,0.936398,1.641931,-0.363076,0.020172
812,8.12,-0.299314,-0.199699,0.024722,-0.932695,0.943472,1.650479,-0.345997,0.023991
813,8.13,-0.69607,-0.367669,0.359424,-0.501119,0.941717,1.673859,-0.359229,0.032035
814,8.14,-0.420705,-0.779945,0.185287,-0.424691,0.958101,1.688065,-0.354892,0.031099
815,8.15,-0.665091,-0.637228,0.383231,-0.068759,0.952202,1.6936,-0.363576,0.024776
816,8.16,-0.484898,-0.867603,-0.082869,-0.072612,0.929722,1.691285,-0.360267,0.023614
817,8.17,-0.676867,-0.697937,0.223002,0.070751,0.932073,1.698277,-0.369244,0.031992
818,8.18,-0.367288,-0.807969,-0.459019,-0.039845,0.927305,1.672902,-0.398028,0.015572
819,8.19,-0.490347,-0.700176,-0.415047,0.311526,0.922834,1.671342,-0.416554,0.018613
820,8.2,-0.301831,-0.782032,-0.529847,0.128785,0.911181,1.675664,-0.394139,0.024049
821,8.21,0.117373,-0.762783,-0.515386,-0.372509,0.905687,1.679602,-0.372655,0.029399
822,8.22,0.208807,-0.571581,-0.737746,-0.292277,0.91125,1.660628,-0.399144,0.015596
823,8.23,-0.17022,-0.695982,-0.687351,0.119092,0.913513,1.663433,-0.416323,0.018642
824,8.24,-0.097212,-0.870924,-0.474511,-0.082948,0.92088,1.66611,-0.430764,0.022826
825,8.25,-0.088563,-0.844642,-0.518279,-0.100618,0.910902,1.672418,-0.401944,0.024055
826,8.26,-0.512173,-0.855704,-0.071947,0.01655,0.92144,1.685704,-0.393577,0.032017
827,8.27,-0.456891,-0.652435,-0.351887,-0.491685,0.893136,1.723168,-0.409751,0.025115
828,8.28,-0.61735,-0.692317,-0.372259,0.03161,0.902479,1.70292,-0.421816,0.018548
829,8.29,-0.229132,-0.614991,-0.749479,-0.086975,0.910222,1.674667,-0.428881,0.015565
830,8.3,-0.439389,-0.632857,-0.5834,0.257046,0.913763,1.671427,-0.433404,0.018602
831,8.31,-0.26422,-0.863543,-0.429505,-0.002574,0.921838,1.670255,-0.439716,0.022851
832,8.32,-0.177223,-0.848891,-0.493981,-0.062918,0.912179,1.67416,-0.405819,0.024044
833,8.33,-0.504776,-0.835559,0.115596,-0.183521,0.903461,1.667111,-0.393483,0.016073
834,8.34,-0.163752,-0.796334,-0.518206,-0.265519,0.910999,1.652247,-0.409771,0.015562
835,8.35,0.072893,-0.58628,-0.76749,-0.24884,0.915885,1.642999,-0.420276,0.01556
836,8.36,0.008745,-0.697374,-0.688487,-0.198945,0.908537,1.657539,-0.393541,0.024029
837,8.37,-0.193124,-0.840083,-0.169642,-0.477687,0.89467,1.669387,-0.386792,0.024204
838,8.38,0.03154,-0.692417,-0.599681,-0.399933,0.905658,1.654556,-0.405893,0.015594
839,8.39,0.148109,-0.538012,-0.768933,-0.312007,0.912769,1.645174,-0.418246,0.015561
840,8.4,0.200172,-0.447942,-0.832291,-0.258012,0.917312,1.639432,-0.426045,0.015587
841,8.41,0.224182,-0.399322,-0.859519,-0.226961,0.920138,1.636037,-0.430812,0.015585
842,8.42,0.235221,-0.373827,-0.872502,-0.20896,0.921821,1.634178,-0.433571,0.015585
843,8.43,0.23967,-0.361435,-0.878929,-0.198513,0.922772,1.633291,-0.435073,0.015557
844,8.44,0.2404,-0.356689,-0.881958,-0.192696,0.923242,1.632972,-0.435778,0.015587
845,8.45,0.239263,-0.356025,-0.883265,-0.189321,0.923468,1.63298,-0.435978,0.015624
846,8.46,0.107185,-0.573485,-0.793925,-0.171202,0.913,1.653359,-0.402504,0.024046
847,8.47,0.30146,-0.075254,-0.926857,0.2107,0.897145,1.668614,-0.391419,0.024271
848,8.48,0.277943,-0.21435,-0.935943,0.028506,0.906855,1.655748,-0.407867,0.015643
849,8.49,0.258317,-0.286253,-0.920025,-0.0699,0.9132,1.647394,-0.418595,0.015568
850,8.5,0.722995,-0.395148,-0.522521,0.219337,0.929686,1.65353,-0.378701,0.02403
851,8.51,0.721302,-0.024607,-0.653633,0.227777,0.91828,1.657709,-0.374694,0.015696
852,8.52,,,,,,,,
853,8.53,0.531594,0.450286,-0.645796,0.312409,0.893188,1.676808,-0.36953,0.020645
854,8.54,0.461903,0.125326,-0.87067,0.113462,0.904465,1.660394,-0.395769,0.015604
855,8.55,0.360313,-0.117255,-0.924672,-0.037506,0.911858,1.649766,-0.412667,0.01556
856,8.56,0.773928,-0.289929,-0.515261,0.226897,0.929063,1.654543,-0.376555,0.023984
857,8.57,0.851059,0.087161,-0.515645,0.047036,0.933772,1.675504,-0.37731,0.032062
858,8.58,,,,,,,,
859,8.59,0.801638,0.363233,-0.464727,-0.097303,0.938014,1.696869,-0.378752,0.032019
860,8.6,0.74179,0.258948,-0.53186,-0.315941,0.918023,1.713662,-0.376704,0.023256
861,8.61,0.737357,0.45841,-0.156677,-0.470762,0.918018,1.697283,-0.401562,0.018562
862,8.62,0.759573,0.471075,-0.285009,-0.346278,0.925926,1.70091,-0.394016,0.032028
863,8.63,0.761736,0.46835,-0.360911,-0.264859,0.930951,1.702966,-0.389085,0.032006
864,8.64,0.712452,0.313383,-0.477766,-0.407361,0.913382,1.716004,-0.383264,0.023229
865,8.65,0.734285,0.366679,-0.48532,-0.30139,0.922891,1.711954,-0.382222,0.031994
866,8.66,0.742947,0.395854,-0.486928,-0.232874,0.92899,1.708981,-0.381629,0.032076
867,8.67,0.693841,0.261396,-0.555334,-0.376645,0.912145,1.718886,-0.378729,0.023194
868,8.68,0.72395,0.331228,-0.535993,-0.280884,0.922125,1.712897,-0.379653,0.032043
869,8.69,0.662713,0.200961,-0.597686,-0.403978,0.911481,1.721405,-0.376162,0.024387
870,8.7,0.709911,0.295417,-0.565872,-0.297563,0.921811,1.714085,-0.378159,0.031996
871,8.71,0.726613,0.254868,-0.563182,-0.299838,0.93123,1.709648,-0.368431,0.002508
872,8.72,0.745473,0.311232,-0.52544,-0.267055,0.936074,1.702693,-0.371523,0.024718
873,8.73,0.752137,0.360822,-0.5113,-0.206567,0.937292,1.701817,-0.375554,0.032031
874,8.74,0.753656,0.390426,-0.501241,-0.168309,0.937898,1.701334,-0.37822,0.03196
875,8.75,0.706963,0.258537,-0.567199,-0.334137,0.917457,1.713025,-0.377261,0.023298
876,8.76,0.731896,0.328709,-0.54143,-0.251261,0.925082,1.708493,-0.379361,0.031965
877,8.77,0.669028,0.197393,-0.602405,-0.388003,0.912888,1.717933,-0.376605,0.024403
878,8.78,0.714223,0.293345,-0.567529,-0.285912,0.922343,1.711428,-0.378944,0.03199
879,8.79,0.653597,0.173303,-0.614488,-0.406424,0.911404,1.71969,-0.376273,0.024387
880,8.8,0.707917,0.280606,-0.576119,-0.296986,0.921595,1.712355,-0.378718,0.03198
881,8.81,0.648791,0.166169,-0.617719,-0.412167,0.911044,1.720025,-0.37624,0.024419
882,8.82,0.706604,0.278004,-0.577702,-0.299475,0.921513,1.712389,-0.378793,0.032012
883,8.83,0.7324,0.34456,-0.543261,-0.223017,0.928255,1.707467,-0.380358,0.031997
884,8.84,0.743838,0.383248,-0.518848,-0.174993,0.932503,1.704381,-0.381308,0.031952
885,8.85,0.699808,0.253212,-0.576062,-0.338092,0.914372,1.714492,-0.379296,0.023227
886,8.86,0.725861,0.450655,-0.197571,-0.480625,0.915655,1.694358,-0.404014,0.018552
887,8.87,0.758554,0.458412,-0.320387,-0.334376,0.92443,1.696177,-0.396232,0.031972
888,8.88,0.764313,0.452812,-0.390657,-0.241193,0.930025,1.697503,-0.390987,0.032004
889,8.89,0.71402,0.28953,-0.506672,-0.386822,0.912847,1.710511,-0.384882,0.02325
890,8.9,0.715791,0.463413,-0.143958,-0.502164,0.914735,1.692261,-0.406984,0.018597
891,8.91,0.500061,0.781689,0.277387,-0.248915,0.907088,1.685948,-0.387231,0.024125
892,8.92,0.640417,0.292351,0.125694,-0.698998,0.904093,1.683438,-0.367655,0.029328
893,8.93,0.534959,-0.159939,-0.56617,-0.606374,0.911094,1.66063,-0.395513,0.015593
894,8.94,0.142004,-0.664228,-0.636193,-0.365916,0.905207,1.666585,-0.380007,0.02403
895,8.95,0.560091,-0.189646,-0.748084,-0.30117,0.918357,1.680101,-0.380423,0.031995
896,8.96,0.354469,-0.334528,-0.84248,-0.229499,0.92046,1.659545,-0.403793,0.015562
897,8.97,0.683896,0.136563,-0.453237,-0.55517,0.920236,1.66153,-0.418941,0.01862
898,8.98,0.748516,0.312924,-0.485337,-0.325961,0.927858,1.677683,-0.404844,0.03195
899,8.99,0.821291,0.473609,-0.296084,0.116231,0.908614,1.705317,-0.387753,0.028786
900,9,0.797176,0.465372,-0.384033,0.021388,0.920316,1.705628,-0.384719,0.031957
901,9.01,0.748535,0.296514,-0.542599,-0.239502,0.910683,1.717921,-0.378782,0.02442
902,9.02,0.751235,0.355511,-0.52345,-0.187773,0.921674,1.712972,-0.379234,0.031995
903,9.03,0.752593,0.292896,-0.540942,-0.234943,0.931474,1.709966,-0.368585,0.002498
904,9.04,0.757362,0.333964,-0.51262,-0.228237,0.936497,1.703751,-0.371193,0.024695
905,9.05,0.646394,0.754955,-0.057519,-0.094394,0.920995,1.693965,-0.364666,0.024079
906,9.06,0.746957,0.272669,-0.124486,-0.593472,0.912763,1.688976,-0.353886,0.029357
907,9.07,0.551587,-0.143816,-0.657857,-0.492232,0.916307,1.664431,-0.387507,0.015603
908,9.08,0.178131,-0.625213,-0.682706,-0.333603,0.908166,1.6692,-0.375691,0.024039
909,9.09,0.350492,-0.057845,-0.913681,0.197475,0.893909,1.674887,-0.378333,0.024183
910,9.1,0.244419,-0.280404,-0.928242,-0.000822,0.904697,1.656306,-0.403172,0.015608
911,9.11,0.199905,-0.35935,-0.907644,-0.08419,0.911795,1.644739,-0.418841,0.015613
912,9.12,0.643501,-0.498807,-0.540221,0.212741,0.928816,1.649354,-0.38169,0.024
913,9.13,0.812383,-0.04596,-0.578034,0.061637,0.933471,1.670598,-0.381526,0.032045
914,9.14,,,,,,,,
915,9.15,0.744052,0.155284,-0.586837,-0.279099,0.917024,1.705042,-0.378901,0.023261
916,9.16,0.75701,0.290001,-0.54149,-0.222762,0.92541,1.705895,-0.379953,0.032056
917,9.17,0.685357,0.190456,-0.593188,-0.377015,0.913684,1.718517,-0.376592,0.024365
918,9.18,0.722835,0.302702,-0.552024,-0.28487,0.923256,1.713675,-0.378597,0.032101
919,9.19,0.662199,0.196274,-0.597526,-0.407346,0.912336,1.722719,-0.375783,0.024369
920,9.2,0.710355,0.286672,-0.54481,-0.341169,0.924146,1.712007,-0.376262,0.024793
921,9.21,0.727011,0.259184,-0.544469,-0.328377,0.932862,1.709027,-0.367432,0.002511
922,9.22,0.745351,0.320784,-0.509136,-0.286934,0.937145,1.702812,-0.371116,0.024779
923,9.23,0.702504,0.332389,-0.624975,-0.073568,0.918686,1.683342,-0.374533,0.016035
924,9.24,0.753949,0.528026,-0.248249,-0.301864,0.918328,1.675466,-0.401133,0.018566
925,9.25,0.66281,0.227185,-0.701796,-0.128657,0.932508,1.680236,-0.419764,0.016314
926,9.26,0.934092,0.001402,-0.256719,0.248124,0.941261,1.674137,-0.38319,0.025093
927,9.27,0.894197,0.220997,-0.381081,0.079686,0.940402,1.684804,-0.382512,0.032128
928,9.28,,,,,,,,
929,9.29,0.803626,0.375765,-0.457253,-0.062498,0.939024,1.696221,-0.381947,0.032135
930,9.3,0.740345,0.248604,-0.552469,-0.291312,0.917776,1.711064,-0.379229,0.02319
931,9.31,0.74399,0.335802,-0.541739,-0.200585,0.923976,1.707544,-0.387869,0.045244
932,9.32,0.674159,0.203846,-0.607392,-0.367466,0.912038,1.718313,-0.381617,0.024366
933,9.33,0.712163,0.299342,-0.5699,-0.280058,0.921602,1.712392,-0.381687,0.032151
934,9.34,0.648515,0.179957,-0.616058,-0.409289,0.91075,1.720811,-0.377704,0.024282
935,9.35,0.701256,0.285537,-0.577325,-0.305621,0.921047,1.713547,-0.379258,0.032146
936,9.36,0.641897,0.171562,-0.61789,-0.420412,0.910696,1.721227,-0.376237,0.024382
937,9.37,0.699885,0.28134,-0.578491,-0.310415,0.921231,1.713434,-0.378457,0.032134
938,9.38,0.642345,0.169375,-0.617564,-0.421095,0.91097,1.720823,-0.375848,0.024356
939,9.39,0.701876,0.280961,-0.577547,-0.30801,0.921543,1.712943,-0.378333,0.032129
940,9.4,0.633217,0.194968,-0.626243,-0.410905,0.907375,1.730625,-0.370689,0.031064
941,9.41,0.695845,0.29737,-0.581194,-0.299307,0.919372,1.718926,-0.375163,0.032163
942,9.42,0.643243,0.180281,-0.619716,-0.411932,0.910071,1.72383,-0.374022,0.024339
943,9.43,0.703528,0.288474,-0.576732,-0.298682,0.92123,1.714345,-0.377433,0.032144
944,9.44,0.648821,0.174456,-0.616654,-0.410286,0.911287,1.720833,-0.375494,0.024344
945,9.45,0.628893,0.259365,-0.724095,-0.113621,0.90743,1.6879,-0.388936,0.039051
946,9.46,0.734074,0.449943,-0.442193,-0.251302,0.910827,1.672035,-0.400266,0.024184
947,9.47,0.672482,0.415706,-0.612164,-0.014578,0.904837,1.664217,-0.397413,0.019433
948,9.48,0.628609,0.370472,-0.673894,0.116053,0.898878,1.658538,-0.390867,0.01597
949,9.49,0.597565,0.339173,-0.702299,0.186155,0.895242,1.655447,-0.386584,0.015995
950,9.5,0.847143,0.043886,-0.36423,0.384396,0.918552,1.655054,-0.361014,0.0241
951,9.51,0.857852,0.22104,-0.430094,0.173926,0.927327,1.673142,-0.368572,0.032137
952,9.52,,,,,,,,
953,9.53,0.803451,0.368658,-0.466031,-0.037055,0.935955,1.692551,-0.377041,0.032075
954,9.54,0.783158,0.396455,-0.47178,-0.08313,0.937749,1.697294,-0.379294,0.032083
955,9.55,0.729032,0.262184,-0.554178,-0.304399,0.917954,1.712197,-0.37806,0.023216
956,9.56,0.740542,0.330468,-0.530224,-0.24749,0.925921,1.709365,-0.379867,0.032135
957,9.57,0.670515,0.197872,-0.593374,-0.398952,0.913882,1.719761,-0.376943,0.024487
958,9.58,0.711841,0.293152,-0.560772,-0.30476,0.923351,1.713584,-0.379169,0.03202
959,9.59,0.647776,0.173592,-0.60703,-0.42634,0.9123,1.721857,-0.376513,0.024463
960,9.6,0.702257,0.280004,-0.57135,-0.319364,0.922417,1.714375,-0.378909,0.032108
961,9.61,0.64242,0.16616,-0.611978,-0.430314,0.911794,1.721838,-0.37632,0.024414
962,9.62,0.701384,0.27718,-0.574572,-0.31796,0.922154,1.71394,-0.378818,0.032089
963,9.63,0.643354,0.165482,-0.61429,-0.425863,0.911732,1.721352,-0.376317,0.024385
964,9.64,0.703295,0.27819,-0.575269,-0.311531,0.922165,1.713382,-0.378874,0.032054
965,9.65,0.646229,0.166847,-0.614922,-0.420026,0.911789,1.720736,-0.376362,0.02437
966,9.66,0.705725,0.280012,-0.575129,-0.304585,0.922231,1.712853,-0.378947,0.031964
967,9.67,0.648968,0.16874,-0.615202,-0.4146,0.911872,1.720266,-0.376436,0.024387
968,9.68,0.707545,0.281884,-0.574342,-0.300087,0.922329,1.71235,-0.378995,0.032015
969,9.69,0.650998,0.170277,-0.61494,-0.411165,0.91196,1.719821,-0.376455,0.024366
970,9.7,0.708915,0.283007,-0.573732,-0.296949,0.92242,1.711999,-0.37896,0.032012
971,9.71,0.652413,0.171306,-0.614688,-0.408864,0.912037,1.71953,-0.376409,0.024459
972,9.72,0.709915,0.284088,-0.573079,-0.29478,0.922498,1.711731,-0.378888,0.032012
973,9.73,0.653286,0.172272,-0.614467,-0.407395,0.912087,1.719294,-0.376383,0.024334
974,9.74,0.710399,0.284682,-0.572796,-0.293588,0.922522,1.711552,-0.378911,0.032048
975,9.75,0.653732,0.172878,-0.614124,-0.406938,0.91206,1.719061,-0.376425,0.024358
976,9.76,0.710899,0.285413,-0.572239,-0.292751,0.922494,1.711384,-0.378954,0.032035
977,9.77,0.654382,0.173156,-0.614115,-0.405787,0.912107,1.719053,-0.376464,0.024312
978,9.78,0.711279,0.285638,-0.572248,-0.291592,0.922528,1.711372,-0.37901,0.032018
979,9.79,0.654726,0.173309,-0.614234,-0.404987,0.912122,1.719026,-0.376488,0.024317
980,9.8,0.711479,0.285675,-0.572148,-0.291263,0.922543,1.711341,-0.379006,0.032042
981,9.81,0.654475,0.173397,-0.61414,-0.405497,0.912162,1.718934,-0.376517,0.024313
982,9.82,0.711216,0.285667,-0.572293,-0.291629,0.922596,1.711238,-0.378991,0.032072
983,9.83,0.654242,0.173319,-0.614181,-0.405845,0.912202,1.718849,-0.376496,0.024299
984,9.84,0.711226,0.285726,-0.57213,-0.291866,0.922634,1.711195,-0.378993,0.032064
985,9.85,0.654226,0.173406,-0.614127,-0.405914,0.91223,1.718799,-0.376517,0.024298
986,9.86,0.711164,0.286114,-0.572147,-0.291604,0.922648,1.711176,-0.379085,0.032022
987,9.87,0.654466,0.173591,-0.614111,-0.405472,0.912262,1.718745,-0.376638,0.024217
988,9.88,0.710047,0.294319,-0.584081,-0.260884,0.921606,1.710465,-0.386754,0.044849
989,9.89,0.654795,0.178414,-0.623268,-0.38852,0.911633,1.718304,-0.38154,0.024028
990,9.9,0.710951,0.28942,-0.576742,-0.279559,0.92227,1.710933,-0.382274,0.03192
991,9.91,0.642043,0.199709,-0.627064,-0.393305,0.90807,1.729238,-0.373704,0.031214
