Frame,Time (Seconds),Rotation X,Rotation Y,Rotation Z,Rotation W,Position X,Position Y,Position Z,Error Per Marker
1581,15.81,,,,,,,,
1582,15.82,,,,,,,,
1583,15.83,,,,,,,,
1584,15.84,,,,,,,,
1585,15.85,,,,,,,,
1586,15.86,,,,,,,,
1587,15.87,,,,,,,,
1588,15.88,0.552841,-0.080485,0.816836,-0.143764,0.287232,1.744559,-0.516309,0.018791
1589,15.89,0.584999,-0.229025,0.765282,-0.140242,0.270631,1.719351,-0.528589,0.018773
1590,15.9,0.596643,-0.313801,0.725773,-0.137107,0.260622,1.703838,-0.536049,0.018623
1591,15.91,0.600446,-0.358038,0.701929,-0.136273,0.255113,1.694523,-0.540386,0.018672
1592,15.92,,,,,,,,
1593,15.93,,,,,,,,
1594,15.94,,,,,,,,
1595,15.95,,,,,,,,
1596,15.96,,,,,,,,
1597,15.97,,,,,,,,
1598,15.98,,,,,,,,
1599,15.99,,,,,,,,
1600,16,,,,,,,,
1601,16.01,,,,,,,,
1602,16.02,,,,,,,,
1603,16.03,,,,,,,,
1604,16.04,,,,,,,,
1605,16.05,,,,,,,,
1606,16.06,,,,,,,,
1607,16.07,,,,,,,,
1608,16.08,,,,,,,,
1609,16.09,0.166283,-0.728514,0.663285,-0.040862,0.257097,1.723715,-0.563104,0.029187
1610,16.1,-0.196719,-0.851027,0.485022,0.042518,0.258018,1.742223,-0.577529,0.029111
1611,16.11,-0.385881,-0.370899,0.83836,0.103352,0.260407,1.76131,-0.605341,0.009822
1612,16.12,-0.419768,0.025568,0.899341,0.119696,0.261934,1.772796,-0.622351,0.009842
1613,16.13,-0.403229,0.215225,0.881424,0.119064,0.262986,1.77953,-0.632457,0.009875
1614,16.14,-0.384046,0.309228,0.862207,0.116127,0.263598,1.782984,-0.637787,0.009853
1615,16.15,-0.367094,0.354735,0.852439,0.112925,0.263981,1.784547,-0.640402,0.0098
1616,16.16,-0.353342,0.377745,0.848712,0.110209,0.264246,1.784873,-0.64122,0.009554
1617,16.17,-0.341947,0.387759,0.849167,0.107845,0.264396,1.784595,-0.641027,0.009477
1618,16.18,-0.332089,0.389012,0.852737,0.105957,0.264478,1.78401,-0.640389,0.00946
1619,16.19,-0.324021,0.387543,0.856713,0.104228,0.26449,1.783247,-0.639444,0.009387
1620,16.2,-0.317153,0.383206,0.861399,0.10276,0.264486,1.782473,-0.638438,0.009418
1621,16.21,-0.311484,0.378652,0.865617,0.101527,0.264461,1.781682,-0.637436,0.009435
1622,16.22,-0.306458,0.371361,0.870668,0.100561,0.264445,1.781049,-0.636639,0.009364
1623,16.23,-0.302497,0.365917,0.874434,0.099831,0.264421,1.780464,-0.635841,0.009371
1624,16.24,-0.29922,0.360144,0.878034,0.099095,0.264452,1.780004,-0.635195,0.00952
1625,16.25,-0.296378,0.355418,0.880961,0.098723,0.264467,1.779604,-0.634634,0.009584
1626,16.26,-0.294139,0.350354,0.883797,0.09817,0.264568,1.77931,-0.634205,0.009578
1627,16.27,-0.292497,0.347943,0.885316,0.097964,0.264599,1.779059,-0.633741,0.009748
1628,16.28,-0.291086,0.34472,0.887079,0.097614,0.264637,1.778877,-0.633429,0.009588
1629,16.29,-0.289999,0.342645,0.888249,0.097516,0.264647,1.778704,-0.633144,0.009648
1630,16.3,-0.288905,0.339535,0.889816,0.097349,0.264676,1.778603,-0.632986,0.009555
1631,16.31,-0.288033,0.337773,0.89078,0.097248,0.264681,1.778527,-0.632821,0.009689
1632,16.32,-0.287577,0.336971,0.891242,0.097145,0.264683,1.77842,-0.632671,0.009649
1633,16.33,-0.287013,0.335853,0.891845,0.097151,0.264696,1.778361,-0.632565,0.009643
1634,16.34,-0.286814,0.33592,0.891875,0.097234,0.264727,1.778291,-0.632453,0.009615
1635,16.35,-0.286395,0.335791,0.89202,0.097588,0.264771,1.77831,-0.632375,0.009592
1636,16.36,-0.285533,0.333861,0.892956,0.098167,0.264849,1.77838,-0.632423,0.009616
1637,16.37,-0.285279,0.334247,0.892844,0.098614,0.264958,1.778389,-0.632331,0.009353
1638,16.38,-0.285132,0.334376,0.892814,0.098875,0.265065,1.778404,-0.632274,0.009376
1639,16.39,-0.285099,0.335479,0.892388,0.099078,0.265189,1.778447,-0.632163,0.009604
1640,16.4,0.10902,-0.190057,0.964054,0.150309,0.263467,1.766033,-0.584274,0.034234
1641,16.41,0.378454,-0.426369,0.821572,0.000871,0.276557,1.749891,-0.572764,0.042837
1642,16.42,0.486154,-0.199528,0.846681,-0.083509,0.295472,1.752552,-0.535346,0.03251
1643,16.43,0.524623,-0.061545,0.839771,-0.125569,0.307276,1.754634,-0.512456,0.032506
1644,16.44,0.536648,0.018879,0.830866,-0.145995,0.314587,1.756066,-0.499071,0.032505
1645,16.45,0.537709,0.066757,0.825938,-0.155692,0.31893,1.757064,-0.491839,0.03239
1646,16.46,0.533846,0.096395,0.82489,-0.158975,0.321263,1.757895,-0.488507,0.032282
1647,16.47,0.528181,0.114868,0.826281,-0.158399,0.322394,1.758706,-0.4875,0.032332
1648,16.48,0.522227,0.1252,0.828822,-0.157031,0.322844,1.759138,-0.487884,0.032274
1649,16.49,0.516791,0.130336,0.831839,-0.154867,0.322875,1.759375,-0.48899,0.032244
1650,16.5,0.511849,0.132305,0.834948,-0.152865,0.322706,1.759444,-0.490452,0.032211
1651,16.51,0.507185,0.133073,0.838063,-0.150682,0.322373,1.759552,-0.492021,0.032216
1652,16.52,0.504252,0.131026,0.840512,-0.14867,0.322157,1.759465,-0.493628,0.032066
1653,16.53,0.501176,0.129803,0.84293,-0.146432,0.321889,1.759593,-0.49511,0.032074
1654,16.54,0.499362,0.126133,0.844666,-0.145835,0.321777,1.759271,-0.496475,0.031983
1655,16.55,0.497376,0.124503,0.846289,-0.144604,0.321547,1.759236,-0.49773,0.032087
1656,16.56,0.497155,0.11962,0.847041,-0.145084,0.321655,1.75871,-0.4988,0.031843
1657,16.57,0.496419,0.117371,0.847915,-0.144332,0.321586,1.758666,-0.499825,0.031845
1658,16.58,0.495448,0.115888,0.848746,-0.143987,0.321514,1.758672,-0.500695,0.031862
1659,16.59,0.494405,0.114842,0.849512,-0.143889,0.321419,1.758698,-0.501483,0.031796
1660,16.6,0.493586,0.114184,0.850115,-0.143666,0.321332,1.758817,-0.502119,0.031831
1661,16.61,0.493146,0.113062,0.85043,-0.144197,0.32132,1.758675,-0.502749,0.03172
1662,16.62,0.492851,0.112402,0.850722,-0.144001,0.321297,1.758755,-0.503292,0.031718
1663,16.63,0.492509,0.112017,0.851017,-0.143727,0.321266,1.758877,-0.50375,0.031769
1664,16.64,0.492478,0.111864,0.851215,-0.142775,0.321269,1.759182,-0.504144,0.03174
1665,16.65,0.489916,0.116016,0.852604,-0.139958,0.32088,1.760087,-0.504554,0.031985
1666,16.66,0.487301,0.119989,0.853873,-0.13799,0.320539,1.760779,-0.504977,0.032173
1667,16.67,0.485798,0.122606,0.854658,-0.136115,0.320377,1.761383,-0.505327,0.03218
1668,16.68,0.484986,0.124185,0.855091,-0.134855,0.320279,1.76177,-0.505673,0.032139
1669,16.69,0.484881,0.124702,0.855255,-0.133714,0.320314,1.762077,-0.505985,0.032138
1670,16.7,0.484866,0.125068,0.855341,-0.132868,0.320362,1.76235,-0.506301,0.032118
1671,16.71,0.485228,0.124693,0.855274,-0.132334,0.320502,1.76249,-0.506558,0.032135
1672,16.72,0.485838,0.123838,0.85504,-0.132412,0.320702,1.762521,-0.506821,0.032082
1673,16.73,0.486143,0.123922,0.854885,-0.132213,0.320888,1.762555,-0.507188,0.032137
1674,16.74,0.486002,0.123593,0.854748,-0.133917,0.321131,1.762315,-0.507561,0.032246
1675,16.75,0.486869,0.121701,0.854351,-0.135028,0.321445,1.761966,-0.507913,0.032195
1676,16.76,0.487705,0.119792,0.854,-0.135934,0.321745,1.761637,-0.508281,0.032144
1677,16.77,0.488492,0.117227,0.853582,-0.137955,0.322074,1.761073,-0.508663,0.032041
1678,16.78,0.489391,0.115356,0.85321,-0.138642,0.322402,1.760835,-0.508991,0.03203
1679,16.79,0.490894,0.111622,0.852501,-0.140736,0.322834,1.760257,-0.509334,0.031949
1680,16.8,0.491286,0.111045,0.852323,-0.140896,0.323055,1.760355,-0.509711,0.031891
1681,16.81,0.491427,0.111157,0.852235,-0.140854,0.323219,1.760467,-0.510065,0.031943
1682,16.82,0.49202,0.110609,0.85199,-0.140697,0.323418,1.760518,-0.510412,0.031963
1683,16.83,0.492673,0.109888,0.851723,-0.14059,0.323611,1.760555,-0.510727,0.031954
1684,16.84,0.493375,0.109111,0.85139,-0.140755,0.32385,1.760558,-0.511061,0.031937
1685,16.85,0.494081,0.108317,0.851045,-0.140975,0.324082,1.76053,-0.511387,0.031945
1686,16.86,0.494995,0.106629,0.850569,-0.141926,0.324394,1.760178,-0.511816,0.031767
1687,16.87,0.494841,0.106397,0.850518,-0.142936,0.324616,1.760024,-0.512266,0.031823
1688,16.88,0.491767,0.111029,0.85197,-0.141367,0.324363,1.760676,-0.51275,0.032097
1689,16.89,0.490464,0.113285,0.852714,-0.139606,0.324369,1.761142,-0.513205,0.032019
1690,16.9,0.489403,0.114722,0.853308,-0.138528,0.324426,1.761395,-0.513692,0.032001
1691,16.91,0.49007,0.113443,0.853213,-0.137805,0.32475,1.761376,-0.514185,0.031864
1692,16.92,0.491393,0.111703,0.852698,-0.137701,0.325136,1.761142,-0.514651,0.03181
1693,16.93,0.492246,0.111088,0.852381,-0.13711,0.325438,1.761078,-0.515116,0.031892
1694,16.94,0.492559,0.109465,0.852128,-0.138853,0.32574,1.760563,-0.515611,0.031776
1695,16.95,0.493882,0.106738,0.851468,-0.140319,0.326182,1.760021,-0.516027,0.03171
1696,16.96,0.494142,0.106372,0.851344,-0.140433,0.326404,1.759887,-0.516437,0.031842
1697,16.97,0.49394,0.10705,0.851393,-0.140336,0.326607,1.759889,-0.516967,0.031852
1698,16.98,0.493725,0.107602,0.851421,-0.140498,0.326772,1.759876,-0.517432,0.031823
1699,16.99,0.494036,0.107131,0.851247,-0.140817,0.326954,1.7598,-0.517862,0.031801
1700,17,0.494833,0.106166,0.850842,-0.141198,0.327192,1.75965,-0.518326,0.031837
1701,17.01,0.495357,0.105459,0.850532,-0.141758,0.327368,1.759505,-0.518765,0.031884
1702,17.02,0.593852,-0.181447,0.778527,-0.091174,0.316632,1.749907,-0.536814,0.027707
1703,17.03,0.626528,-0.361962,0.688224,-0.052848,0.309993,1.743868,-0.548324,0.02766
1704,17.04,0.633946,-0.460357,0.62076,-0.02898,0.30601,1.740179,-0.555653,0.027987
1705,17.05,0.634193,-0.512072,0.579085,-0.015593,0.303814,1.737987,-0.560172,0.028059
1706,17.06,0.615937,-0.282047,0.732577,-0.066355,0.3129,1.74733,-0.545223,0.032189
1707,17.07,0.575101,-0.110976,0.804351,-0.099818,0.319046,1.753067,-0.535655,0.032155
1708,17.08,0.539415,-0.002086,0.833779,-0.117641,0.3232,1.756829,-0.529705,0.032063
1709,17.09,0.51431,0.06326,0.845683,-0.127689,0.325898,1.759177,-0.526156,0.031988
1710,17.1,0.497307,0.103342,0.850976,-0.13359,0.327554,1.760756,-0.524226,0.032263
1711,17.11,0.487677,0.123938,0.852968,-0.138768,0.328747,1.761165,-0.523391,0.032145
1712,17.12,0.482668,0.133708,0.853709,-0.142598,0.329581,1.760892,-0.523346,0.031866
1713,17.13,0.481156,0.137203,0.853764,-0.144054,0.330168,1.760765,-0.523604,0.031799
1714,17.14,0.481211,0.137122,0.853584,-0.145013,0.330553,1.760585,-0.524053,0.031798
1715,17.15,0.483551,0.133064,0.852685,-0.146292,0.331021,1.760042,-0.524639,0.031769
1716,17.16,0.587637,-0.156831,0.787993,-0.095671,0.320499,1.750411,-0.542738,0.027295
1717,17.17,0.624643,-0.343863,0.698904,-0.055801,0.313908,1.744357,-0.554442,0.027367
1718,17.18,0.633063,-0.447567,0.630837,-0.030992,0.309942,1.740673,-0.561845,0.02742
1719,17.19,0.634047,-0.503202,0.586941,-0.016496,0.307769,1.73848,-0.566524,0.027759
1720,17.2,0.614914,-0.275581,0.735613,-0.069347,0.317154,1.747166,-0.551837,0.031857
1721,17.21,0.574229,-0.106152,0.805291,-0.102466,0.323309,1.752958,-0.54237,0.031874
1722,17.22,0.5392,-0.000351,0.833431,-0.121061,0.327473,1.756543,-0.536494,0.031821
1723,17.23,0.514631,0.063694,0.845032,-0.130455,0.330126,1.759082,-0.532992,0.031852
1724,17.24,0.500192,0.098174,0.84929,-0.137393,0.331984,1.760152,-0.531084,0.031695
1725,17.25,0.493389,0.115112,0.850462,-0.141529,0.333359,1.760549,-0.530161,0.031582
1726,17.26,0.489363,0.124386,0.851189,-0.143281,0.334075,1.760852,-0.5299,0.031542
1727,17.27,0.488417,0.125839,0.851044,-0.146076,0.334701,1.760349,-0.53011,0.031366
1728,17.28,0.487952,0.126318,0.851113,-0.146809,0.334947,1.760211,-0.530504,0.031515
1729,17.29,0.488142,0.125815,0.851154,-0.146375,0.335019,1.76027,-0.531022,0.031607
1730,17.3,0.489348,0.123289,0.850916,-0.14588,0.335106,1.760225,-0.531614,0.031585
1731,17.31,0.490872,0.119952,0.850526,-0.145813,0.335182,1.760017,-0.532219,0.031581
1732,17.32,0.492246,0.117355,0.850252,-0.144891,0.335251,1.760029,-0.532892,0.031535
1733,17.33,0.593129,-0.171607,0.780991,-0.093816,0.324419,1.750643,-0.551047,0.02736
1734,17.34,0.560685,-0.061324,0.818125,-0.112,0.328223,1.754673,-0.545316,0.031806
1735,17.35,0.535208,0.00958,0.835519,-0.123974,0.330776,1.75715,-0.541707,0.031826
1736,17.36,0.516804,0.05535,0.844227,-0.130881,0.332361,1.758885,-0.539543,0.031957
1737,17.37,0.504777,0.083864,0.848508,-0.134911,0.333385,1.76005,-0.538311,0.031948
1738,17.38,0.609959,-0.215792,0.760245,-0.0584,0.32951,1.757026,-0.555281,0.021229
1739,17.39,0.300703,0.11973,0.940188,-0.106253,0.311976,1.757352,-0.580382,0.011825
1740,17.4,0.53525,-0.243608,0.808668,-0.014787,0.315349,1.753188,-0.579251,0.018094
1741,17.41,0.611538,-0.45177,0.648842,0.03049,0.3131,1.748022,-0.577934,0.028767
1742,17.42,0.574398,-0.628369,0.515198,0.098945,0.296683,1.750971,-0.573012,0.034076
1743,17.43,0.541411,-0.707735,0.433862,0.133228,0.286528,1.752908,-0.569767,0.03403
1744,17.44,0.593678,-0.431616,0.678771,0.022871,0.306409,1.755636,-0.557354,0.031568
1745,17.45,0.577057,-0.197442,0.790302,-0.058689,0.319565,1.757101,-0.549614,0.031488
1746,17.46,0.547015,-0.050173,0.829072,-0.104385,0.328088,1.758296,-0.544952,0.031416
1747,17.47,0.524058,0.033599,0.841147,-0.129248,0.333538,1.758929,-0.542343,0.031469
1748,17.48,0.625973,-0.243887,0.73848,-0.057659,0.326067,1.751887,-0.55549,0.028895
1749,17.49,0.657974,-0.41513,0.628253,-0.005977,0.321273,1.747464,-0.564178,0.028886
1750,17.5,0.662875,-0.508878,0.548631,0.025395,0.31831,1.744756,-0.569854,0.028891
1751,17.51,0.671509,-0.549154,0.494649,0.053186,0.321156,1.745646,-0.574137,0.017993
1752,17.52,0.675054,-0.569937,0.463299,0.06949,0.323076,1.746386,-0.576897,0.018088
1753,17.53,0.676894,-0.580369,0.445829,0.078891,0.324373,1.746944,-0.578748,0.01804
1754,17.54,0.667056,-0.595687,0.441048,0.075298,0.320478,1.744913,-0.579457,0.028713
1755,17.55,0.660724,-0.603976,0.439791,0.072391,0.318063,1.743712,-0.579928,0.028635
1756,17.56,0.656632,-0.607866,0.440962,0.069899,0.316599,1.743116,-0.58026,0.028531
1757,17.57,0.654159,-0.60892,0.443583,0.067285,0.31581,1.742832,-0.58055,0.028409
1758,17.58,0.65349,-0.605806,0.449371,0.063366,0.315338,1.742541,-0.580875,0.028849
1759,17.59,0.65361,-0.602895,0.453424,0.060989,0.315251,1.742461,-0.58118,0.028916
1760,17.6,0.653708,-0.600411,0.456763,0.059502,0.315298,1.742503,-0.581465,0.028922
1761,17.61,0.653701,-0.598654,0.459205,0.058472,0.315415,1.742624,-0.581723,0.028868
1762,17.62,0.654295,-0.596977,0.460601,0.057998,0.315699,1.742783,-0.581989,0.028989
1763,17.63,0.654851,-0.595428,0.461817,0.057983,0.316018,1.742968,-0.582233,0.029067
1764,17.64,0.655027,-0.594686,0.462528,0.057935,0.316264,1.743122,-0.582494,0.028953
1765,17.65,0.655322,-0.594148,0.462797,0.057969,0.316579,1.743247,-0.582887,0.028861
1766,17.66,0.666223,-0.584856,0.457934,0.066223,0.321594,1.745671,-0.58395,0.017985
1767,17.67,0.67311,-0.578708,0.454864,0.071539,0.324827,1.747285,-0.584728,0.017993
1768,17.68,0.677264,-0.575056,0.452737,0.075194,0.326898,1.748307,-0.585349,0.017843
1769,17.69,0.679706,-0.57258,0.451841,0.077404,0.328239,1.749,-0.585807,0.017824
1770,17.7,0.680962,-0.571225,0.451327,0.07935,0.329113,1.749517,-0.586208,0.017774
1771,17.71,0.681519,-0.571027,0.450499,0.080689,0.329679,1.749798,-0.586633,0.01768
1772,17.72,0.67136,-0.58121,0.453992,0.073219,0.325331,1.747638,-0.58642,0.028842
1773,17.73,0.664674,-0.587811,0.456079,0.068404,0.322622,1.746334,-0.58639,0.028801
1774,17.74,0.671058,-0.582291,0.452906,0.074125,0.325772,1.747883,-0.587082,0.01768
1775,17.75,0.665134,-0.586203,0.457716,0.066773,0.323022,1.746266,-0.58724,0.029004
1776,17.76,0.671932,-0.580962,0.453956,0.070108,0.326105,1.747406,-0.588308,0.017899
1777,17.77,0.676329,-0.577433,0.451565,0.072382,0.328141,1.748229,-0.58909,0.017944
1778,17.78,0.668072,-0.584473,0.455712,0.06632,0.324849,1.746743,-0.588954,0.028688
1779,17.79,0.6628,-0.588945,0.458176,0.062576,0.322792,1.745916,-0.589042,0.028648
1780,17.8,0.659531,-0.59207,0.459167,0.060311,0.321557,1.745464,-0.589263,0.028641
1781,17.81,0.668521,-0.585514,0.453441,0.068154,0.325662,1.747443,-0.590401,0.017476
1782,17.82,0.674293,-0.581771,0.448899,0.07322,0.328333,1.748695,-0.591335,0.017452
1783,17.83,0.66687,-0.589544,0.450567,0.068645,0.325308,1.747391,-0.591444,0.028497
1784,17.84,0.626109,-0.652244,0.417325,0.091678,0.302276,1.745278,-0.582278,0.032263
1785,17.85,0.588795,-0.69988,0.384496,0.125106,0.289502,1.743999,-0.575992,0.019484
1786,17.86,0.061345,-0.792982,0.602315,0.06807,0.272367,1.72318,-0.57244,0.011945
1787,17.87,-0.341344,-0.690875,0.637206,0.012025,0.26207,1.710092,-0.57062,0.011946
1788,17.88,-0.524668,-0.590068,0.613381,-0.017551,0.256223,1.702145,-0.569887,0.012026
1789,17.89,-0.605087,-0.530608,0.592698,-0.032152,0.253178,1.697501,-0.569836,0.012043
1790,17.9,-0.64125,-0.499383,0.581251,-0.039524,0.2519,1.694991,-0.570169,0.012105
1791,17.91,-0.655071,-0.502396,0.558903,-0.078151,0.254463,1.690438,-0.574256,0.02012
1792,17.92,-0.65998,-0.490677,0.564985,-0.066738,0.25376,1.69128,-0.573627,0.012164
1793,17.93,-0.656658,-0.503509,0.55379,-0.092717,0.256453,1.688729,-0.577056,0.020031
1794,17.94,-0.650522,-0.516352,0.546048,-0.109692,0.258458,1.687144,-0.579719,0.019986
1795,17.95,-0.642916,-0.527792,0.54193,-0.120026,0.260039,1.686362,-0.581664,0.019976
1796,17.96,-0.634846,-0.537036,0.540959,-0.126197,0.261296,1.686174,-0.583024,0.020013
1797,17.97,-0.627351,-0.544207,0.541767,-0.129452,0.262345,1.686381,-0.58408,0.02004
1798,17.98,-0.620445,-0.550187,0.543208,-0.131405,0.263269,1.686823,-0.584931,0.020001
1799,17.99,-0.614346,-0.554776,0.545378,-0.131777,0.264008,1.687319,-0.585604,0.019981
1800,18,-0.609115,-0.557855,0.548275,-0.131036,0.264608,1.687846,-0.586152,0.019962
1801,18.01,-0.60502,-0.55945,0.551679,-0.128905,0.265068,1.68824,-0.586633,0.019907
1802,18.02,-0.604568,-0.5445,0.574127,-0.091627,0.26276,1.691984,-0.58344,0.012068
1803,18.03,-0.603064,-0.534276,0.588476,-0.067522,0.261405,1.694473,-0.581529,0.011948
1804,18.04,-0.601251,-0.528321,0.597165,-0.052616,0.260679,1.696084,-0.580458,0.011919
1805,18.05,-0.599554,-0.523925,0.603502,-0.042694,0.260419,1.697126,-0.579955,0.011928
1806,18.06,-0.597808,-0.522112,0.60714,-0.037489,0.260448,1.69779,-0.579814,0.011857
1807,18.07,-0.596322,-0.520989,0.609722,-0.034778,0.260621,1.698187,-0.579897,0.011886
1808,18.08,-0.595194,-0.520949,0.610921,-0.033653,0.260855,1.698424,-0.580124,0.011874
1809,18.09,-0.594305,-0.521459,0.611353,-0.033596,0.261089,1.69852,-0.580459,0.01189
1810,18.1,-0.593524,-0.522322,0.611332,-0.034393,0.261315,1.698543,-0.580822,0.011913
1811,18.11,-0.593156,-0.525486,0.608888,-0.035843,0.261408,1.698205,-0.581374,0.011941
1812,18.12,-0.592666,-0.528663,0.606487,-0.037891,0.261547,1.697946,-0.581908,0.01193
1813,18.13,-0.592263,-0.530315,0.605338,-0.039443,0.261727,1.697768,-0.582524,0.011834
1814,18.14,-0.590402,-0.550514,0.584957,-0.078644,0.264805,1.694274,-0.586711,0.019803
1815,18.15,-0.588228,-0.562423,0.571833,-0.103322,0.266824,1.692114,-0.589478,0.01985
1816,18.16,-0.586804,-0.569064,0.563787,-0.118202,0.268149,1.690907,-0.591386,0.019885
1817,18.17,-0.588576,-0.554531,0.581513,-0.088976,0.266233,1.693572,-0.589209,0.011962
1818,18.18,-0.587101,-0.562111,0.572764,-0.106234,0.267889,1.69197,-0.591523,0.019963
1819,18.19,-0.588749,-0.548453,0.58839,-0.079818,0.266146,1.69432,-0.589604,0.011988
1820,18.2,-0.589411,-0.540242,0.597269,-0.063281,0.265043,1.695819,-0.588547,0.011981
1821,18.21,-0.589837,-0.533902,0.603607,-0.051953,0.264422,1.69667,-0.588137,0.011977
1822,18.22,-0.589934,-0.530444,0.607077,-0.045432,0.264126,1.697236,-0.588108,0.012018
1823,18.23,-0.590039,-0.528105,0.609304,-0.041326,0.264028,1.69764,-0.588349,0.012057
1824,18.24,-0.590468,-0.528697,0.608507,-0.039326,0.263927,1.697607,-0.588895,0.012067
1825,18.25,-0.590805,-0.528998,0.608019,-0.037729,0.263965,1.697528,-0.589509,0.012052
1826,18.26,-0.59104,-0.528953,0.607894,-0.036677,0.264117,1.697569,-0.590175,0.012013
1827,18.27,-0.589767,-0.547871,0.588785,-0.073105,0.267117,1.694183,-0.594435,0.019976
1828,18.28,-0.588416,-0.55839,0.576984,-0.09517,0.269072,1.692095,-0.597419,0.019915
1829,18.29,-0.586964,-0.564901,0.569557,-0.109382,0.270395,1.690854,-0.599428,0.01995
1830,18.3,-0.585717,-0.56903,0.564891,-0.118481,0.271248,1.690174,-0.600808,0.019956
1831,18.31,-0.58496,-0.571168,0.56241,-0.12363,0.271821,1.689865,-0.601841,0.019994
1832,18.32,-0.587261,-0.555441,0.581779,-0.090242,0.269447,1.693153,-0.599055,0.012082
1833,18.33,-0.58811,-0.545034,0.593522,-0.069258,0.267935,1.695329,-0.597442,0.012114
1834,18.34,-0.588475,-0.538757,0.600224,-0.056294,0.26696,1.696679,-0.596649,0.012155
1835,18.35,-0.588415,-0.534975,0.604326,-0.048576,0.26643,1.697574,-0.596371,0.012232
1836,18.36,-0.588654,-0.535191,0.604222,-0.044419,0.266042,1.697827,-0.596642,0.012072
1837,18.37,-0.588904,-0.534795,0.604549,-0.041329,0.265952,1.698027,-0.597121,0.01206
1838,18.38,-0.587042,-0.553961,0.585182,-0.077919,0.268931,1.694817,-0.601243,0.019962
1839,18.39,-0.585069,-0.564474,0.573604,-0.100208,0.270942,1.692907,-0.604161,0.019952
1840,18.4,-0.583362,-0.571467,0.565645,-0.114716,0.272194,1.69165,-0.606256,0.019996
1841,18.41,-0.582058,-0.575807,0.560594,-0.124053,0.273104,1.691082,-0.607778,0.019904
1842,18.42,-0.584204,-0.561231,0.57889,-0.092803,0.270791,1.694142,-0.605311,0.012008
1843,18.43,-0.584784,-0.55182,0.590037,-0.073344,0.269382,1.69621,-0.603887,0.011922
1844,18.44,-0.584791,-0.545552,0.597187,-0.061321,0.268559,1.697631,-0.603181,0.011986
1845,18.45,-0.584279,-0.54102,0.602539,-0.053501,0.268246,1.698592,-0.603035,0.012105
1846,18.46,-0.584039,-0.537757,0.606137,-0.048097,0.268085,1.699067,-0.60328,0.012116
1847,18.47,-0.584286,-0.538229,0.605697,-0.045287,0.267929,1.699091,-0.603846,0.012061
1848,18.48,-0.582733,-0.557759,0.58536,-0.08173,0.270974,1.695767,-0.608177,0.020022
1849,18.49,-0.580819,-0.569541,0.57207,-0.10492,0.272995,1.693686,-0.61109,0.019961
1850,18.5,-0.579333,-0.576184,0.564116,-0.11899,0.274364,1.692451,-0.613238,0.020015
1851,18.51,-0.578137,-0.580019,0.559466,-0.127799,0.275265,1.691784,-0.614686,0.020034
1852,18.52,-0.580771,-0.564478,0.578679,-0.095919,0.27283,1.694812,-0.612148,0.012101
1853,18.53,-0.579019,-0.573181,0.568639,-0.11336,0.274276,1.693257,-0.61432,0.020015
1854,18.54,-0.58109,-0.560098,0.584057,-0.086619,0.272281,1.695707,-0.612317,0.012106
1855,18.55,-0.58211,-0.550945,0.594022,-0.068885,0.27107,1.697219,-0.611263,0.012104
1856,18.56,-0.582619,-0.545067,0.600059,-0.058194,0.270381,1.698105,-0.610908,0.011986
1857,18.57,-0.582972,-0.543599,0.601572,-0.052493,0.26996,1.69845,-0.611038,0.012021
1858,18.58,-0.583276,-0.543669,0.601468,-0.0495,0.269804,1.698574,-0.611444,0.011978
1859,18.59,-0.583502,-0.543126,0.601903,-0.047454,0.26983,1.698641,-0.612018,0.011927
1860,18.6,-0.5816,-0.560717,0.583326,-0.084079,0.273029,1.695471,-0.616136,0.019927
1861,18.61,-0.582343,-0.552568,0.592152,-0.070009,0.272213,1.696764,-0.615499,0.011976
1862,18.62,-0.582624,-0.547286,0.597709,-0.061421,0.271787,1.697644,-0.615282,0.012065
1863,18.63,-0.582745,-0.543905,0.601168,-0.056328,0.271572,1.698211,-0.615338,0.012109
1864,18.64,-0.582902,-0.541016,0.603994,-0.052139,0.271577,1.698433,-0.615655,0.012088
1865,18.65,-0.583028,-0.539029,0.605862,-0.04957,0.271655,1.698539,-0.616037,0.012095
1866,18.66,-0.582904,-0.537578,0.607407,-0.047839,0.271863,1.698627,-0.616478,0.012166
1867,18.67,-0.582721,-0.536892,0.608223,-0.04742,0.272075,1.698677,-0.616926,0.012192
1868,18.68,-0.582512,-0.536856,0.608436,-0.047658,0.272323,1.698791,-0.617371,0.012092
1869,18.69,-0.582335,-0.537944,0.607585,-0.048396,0.272548,1.698712,-0.617947,0.012108
1870,18.7,-0.582321,-0.539141,0.606483,-0.049075,0.272777,1.698614,-0.61853,0.012148
1871,18.71,-0.582071,-0.539904,0.605973,-0.049927,0.273046,1.698624,-0.619145,0.012082
1872,18.72,-0.579908,-0.560324,0.584772,-0.088236,0.276282,1.695258,-0.623269,0.020071
1873,18.73,-0.580663,-0.55353,0.59232,-0.074778,0.275329,1.696411,-0.62254,0.012156
1874,18.74,-0.580959,-0.547779,0.598509,-0.064905,0.274844,1.697182,-0.622276,0.012123
1875,18.75,-0.581061,-0.543926,0.602556,-0.058635,0.274573,1.697668,-0.622289,0.012058
1876,18.76,-0.581238,-0.542266,0.604186,-0.055399,0.274409,1.697986,-0.622434,0.011943
1877,18.77,-0.58128,-0.541307,0.605153,-0.053767,0.27435,1.698207,-0.622659,0.01198
